date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition,year_month,category
2024-11-26,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.52,20.98,149,True,False,Sunny,2024-11,ana_yemek
2024-11-26,46,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.6,10.33,322,False,False,Sunny,2024-11,tatli
2024-11-26,12,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.73,20.42,80,False,False,Sunny,2024-11,corba
2024-11-26,35,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,8.28,14.56,161,False,False,Sunny,2024-11,ana_yemek
2024-11-26,49,Kopitiam,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.68,3.24,341,False,False,Sunny,2024-11,icecek
2024-11-26,38,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,14.78,19.8,226,False,False,Sunny,2024-11,ana_yemek
2024-11-26,48,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,12.54,17.4,410,False,False,Sunny,2024-11,ana_yemek
2024-11-26,48,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.19,10.44,225,False,False,Sunny,2024-11,tatli
2024-11-26,23,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,43.25,43.78,197,True,False,Sunny,2024-11,ana_yemek
2024-11-26,18,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.38,22.63,172,False,False,Sunny,2024-11,ana_yemek
2024-11-27,6,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.09,26.66,67,False,False,Sunny,2024-11,corba
2024-11-27,26,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.87,3.18,317,False,False,Rainy,2024-11,icecek
2024-11-27,28,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.56,15.31,285,False,False,Cloudy,2024-11,ana_yemek
2024-11-27,30,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,10.14,9.35,411,False,False,Rainy,2024-11,ana_yemek
2024-11-27,5,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,32.47,26.05,233,True,False,Sunny,2024-11,ana_yemek
2024-11-27,50,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.94,2.67,335,False,False,Cloudy,2024-11,ana_yemek
2024-11-27,22,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.7,2.25,398,False,False,Cloudy,2024-11,ana_yemek
2024-11-27,36,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.83,2.83,278,False,False,Sunny,2024-11,ana_yemek
2024-11-27,32,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.17,8.44,360,False,False,Cloudy,2024-11,icecek
2024-11-27,44,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.42,2.25,463,True,False,Rainy,2024-11,icecek
2024-11-27,10,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,6.66,7.3,194,False,False,Sunny,2024-11,icecek
2024-11-27,23,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.28,9.39,163,False,False,Rainy,2024-11,icecek
2024-11-27,41,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,26.15,44.24,109,False,False,Sunny,2024-11,ana_yemek
2024-11-27,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.87,26.76,74,False,False,Sunny,2024-11,ana_yemek
2024-11-27,41,Cafe,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,4.36,5.14,250,False,False,Cloudy,2024-11,icecek
2024-11-27,9,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.0,13.53,426,False,False,Sunny,2024-11,ana_yemek
2024-11-27,4,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,28.05,24.75,319,True,False,Cloudy,2024-11,ana_yemek
2024-11-27,41,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.3,16.18,51,False,False,Rainy,2024-11,corba
2024-11-27,26,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,21.59,34.52,118,False,False,Sunny,2024-11,ana_yemek
2024-11-28,25,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,46.21,35.75,374,True,False,Sunny,2024-11,ana_yemek
2024-11-28,36,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.94,2.77,367,False,False,Rainy,2024-11,ana_yemek
2024-11-28,30,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,30.93,30.32,135,True,False,Cloudy,2024-11,ana_yemek
2024-11-28,18,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.73,19.71,312,False,False,Sunny,2024-11,ana_yemek
2024-11-28,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.64,1.98,730,True,False,Sunny,2024-11,ana_yemek
2024-11-28,25,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.99,7.4,264,False,False,Sunny,2024-11,icecek
2024-11-28,48,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.25,11.34,188,False,False,Rainy,2024-11,tatli
2024-11-28,8,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.74,2.43,1130,True,False,Sunny,2024-11,icecek
2024-11-28,50,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.96,2.62,138,False,False,Rainy,2024-11,ana_yemek
2024-11-28,36,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.84,1.79,499,True,False,Sunny,2024-11,ana_yemek
2024-11-28,12,Cafe,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,32.04,41.66,152,False,False,Sunny,2024-11,ana_yemek
2024-11-28,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.08,31.11,56,False,False,Sunny,2024-11,ana_yemek
2024-11-28,46,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.96,11.51,380,False,False,Sunny,2024-11,ana_yemek
2024-11-28,9,Casual Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,30.36,51.83,0,False,False,Sunny,2024-11,ana_yemek
2024-11-28,29,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,10.07,12.84,171,True,False,Sunny,2024-11,ana_yemek
2024-11-28,31,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.25,1.52,935,True,False,Sunny,2024-11,icecek
2024-11-28,47,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.28,6.62,192,False,False,Cloudy,2024-11,tatli
2024-11-28,4,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,28.31,31.88,218,False,False,Cloudy,2024-11,ana_yemek
2024-11-28,46,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.99,16.68,136,False,False,Cloudy,2024-11,corba
2024-11-28,1,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.6,6.79,796,True,False,Cloudy,2024-11,ana_yemek
2024-11-28,40,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.84,7.3,482,False,False,Cloudy,2024-11,ana_yemek
2024-11-28,48,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.56,8.25,301,False,False,Cloudy,2024-11,tatli
2024-11-28,31,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.62,8.5,383,False,False,Cloudy,2024-11,ana_yemek
2024-11-28,2,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.83,2.41,325,False,False,Cloudy,2024-11,ana_yemek
2024-11-29,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.82,22.18,172,False,False,Sunny,2024-11,ana_yemek
2024-11-29,34,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.95,9.02,219,False,False,Cloudy,2024-11,tatli
2024-11-29,31,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.1,16.51,11,False,False,Sunny,2024-11,corba
2024-11-29,49,Kopitiam,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,13.15,21.86,168,False,False,Rainy,2024-11,ana_yemek
2024-11-29,45,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,8.99,15.64,186,False,False,Sunny,2024-11,ana_yemek
2024-11-29,3,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,36.62,48.32,121,False,True,Sunny,2024-11,ana_yemek
2024-11-29,8,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,31.42,46.86,0,False,False,Sunny,2024-11,ana_yemek
2024-11-29,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.1,15.98,68,False,False,Cloudy,2024-11,corba
2024-11-29,23,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,38.86,58.27,108,False,False,Sunny,2024-11,ana_yemek
2024-11-29,23,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,41.18,56.04,144,False,False,Sunny,2024-11,ana_yemek
2024-11-29,13,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.85,6.11,442,True,False,Sunny,2024-11,ana_yemek
2024-11-29,41,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.34,16.7,102,False,False,Sunny,2024-11,corba
2024-11-29,48,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.55,3.9,608,False,False,Sunny,2024-11,icecek
2024-11-29,43,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.72,11.39,241,True,True,Rainy,2024-11,corba
2024-11-29,45,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.89,7.28,69,False,False,Rainy,2024-11,tatli
2024-11-29,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.1,28.16,168,False,False,Rainy,2024-11,ana_yemek
2024-11-29,41,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.94,13.14,367,False,False,Sunny,2024-11,ana_yemek
2024-11-29,43,Casual Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,3.48,5.49,471,False,False,Sunny,2024-11,icecek
2024-11-29,48,Casual Dining,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,16.03,29.74,21,False,False,Sunny,2024-11,ana_yemek
2024-11-29,24,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.46,4.35,544,False,False,Sunny,2024-11,icecek
2024-11-29,40,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.83,7.68,350,False,False,Sunny,2024-11,ana_yemek
2024-11-29,31,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.98,13.85,130,False,False,Cloudy,2024-11,corba
2024-11-29,38,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,48.09,44.6,213,True,False,Sunny,2024-11,ana_yemek
2024-11-29,5,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,31.62,25.46,251,True,False,Cloudy,2024-11,ana_yemek
2024-11-29,12,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,11.03,12.2,375,False,False,Sunny,2024-11,ana_yemek
2024-11-30,7,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.73,4.5,561,False,False,Rainy,2024-11,icecek
2024-11-30,46,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.06,12.24,624,False,False,Sunny,2024-11,ana_yemek
2024-11-30,6,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,32.86,55.67,338,False,False,Cloudy,2024-11,ana_yemek
2024-11-30,1,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.62,2.47,994,False,False,Sunny,2024-11,icecek
2024-11-30,34,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,13.44,19.66,269,False,False,Sunny,2024-11,ana_yemek
2024-11-30,7,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.82,23.65,116,False,False,Sunny,2024-11,corba
2024-11-30,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.72,2.73,598,False,False,Cloudy,2024-11,ana_yemek
2024-11-30,45,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.21,8.81,480,False,False,Sunny,2024-11,ana_yemek
2024-11-30,6,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,36.77,67.27,161,False,False,Cloudy,2024-11,ana_yemek
2024-11-30,36,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.78,2.83,282,False,False,Sunny,2024-11,ana_yemek
2024-11-30,11,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.9,9.64,375,False,False,Sunny,2024-11,ana_yemek
2024-11-30,10,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,44.25,66.95,96,False,False,Cloudy,2024-11,ana_yemek
2024-11-30,4,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,29.4,31.55,301,True,False,Sunny,2024-11,ana_yemek
2024-11-30,32,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.84,31.07,70,False,False,Cloudy,2024-11,corba
2024-11-30,48,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,10.08,12.82,583,False,False,Sunny,2024-11,ana_yemek
2024-11-30,4,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.91,19.62,119,False,False,Rainy,2024-11,corba
2024-11-30,9,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.51,11.65,218,False,False,Cloudy,2024-11,tatli
2024-11-30,39,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,27.54,27.83,365,True,False,Sunny,2024-11,ana_yemek
2024-11-30,13,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.08,2.79,670,False,False,Sunny,2024-11,icecek
2024-11-30,14,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.64,8.34,319,False,False,Rainy,2024-11,ana_yemek
2024-11-30,46,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,30.27,26.69,357,True,False,Cloudy,2024-11,ana_yemek
2024-12-01,47,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.44,2.72,918,False,False,Rainy,2024-12,icecek
2024-12-01,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.88,2.26,905,False,False,Sunny,2024-12,ana_yemek
2024-12-01,37,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,9.07,11.17,504,False,True,Sunny,2024-12,ana_yemek
2024-12-01,15,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.98,2.99,972,False,False,Sunny,2024-12,icecek
2024-12-01,33,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.48,11.78,1013,False,False,Sunny,2024-12,ana_yemek
2024-12-01,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.24,23.9,336,False,False,Sunny,2024-12,ana_yemek
2024-12-01,20,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,7.08,9.64,453,False,False,Rainy,2024-12,tatli
2024-12-01,21,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,26.49,35.24,253,True,False,Sunny,2024-12,ana_yemek
2024-12-01,32,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,41.74,62.65,321,False,False,Cloudy,2024-12,ana_yemek
2024-12-01,12,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.12,9.21,791,False,False,Sunny,2024-12,ana_yemek
2024-12-01,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.12,23.44,357,False,True,Sunny,2024-12,ana_yemek
2024-12-01,25,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,11.14,14.63,785,False,False,Sunny,2024-12,ana_yemek
2024-12-01,24,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.1,11.0,987,False,False,Sunny,2024-12,ana_yemek
2024-12-01,35,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.69,2.69,1584,False,False,Sunny,2024-12,icecek
2024-12-01,26,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.4,8.42,654,False,False,Sunny,2024-12,ana_yemek
2024-12-01,25,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,53.65,77.82,0,False,False,Cloudy,2024-12,ana_yemek
2024-12-01,30,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,34.84,41.88,269,False,False,Cloudy,2024-12,ana_yemek
2024-12-01,6,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.71,25.07,235,False,False,Cloudy,2024-12,corba
2024-12-01,11,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.07,6.28,327,False,False,Cloudy,2024-12,tatli
2024-12-01,3,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.38,2.2,1135,True,False,Cloudy,2024-12,icecek
2024-12-01,5,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,24.18,51.96,113,False,False,Sunny,2024-12,ana_yemek
2024-12-01,33,Cafe,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,3.84,5.08,725,False,False,Cloudy,2024-12,icecek
2024-12-02,2,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.59,2.54,555,False,False,Sunny,2024-12,ana_yemek
2024-12-02,45,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,9.92,14.82,126,False,False,Cloudy,2024-12,ana_yemek
2024-12-02,48,Casual Dining,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,17.48,33.54,0,False,False,Cloudy,2024-12,ana_yemek
2024-12-02,12,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.65,5.54,158,False,False,Cloudy,2024-12,icecek
2024-12-02,12,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,30.12,42.16,52,False,False,Sunny,2024-12,ana_yemek
2024-12-02,23,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,4.98,9.39,153,False,False,Sunny,2024-12,icecek
2024-12-02,28,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.5,26.49,38,False,False,Sunny,2024-12,corba
2024-12-02,16,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.47,3.39,123,False,False,Rainy,2024-12,ana_yemek
2024-12-02,5,Cafe,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.84,9.81,90,False,False,Cloudy,2024-12,tatli
2024-12-02,40,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,4.93,10.05,297,False,False,Sunny,2024-12,ana_yemek
2024-12-02,17,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.32,2.46,389,False,False,Cloudy,2024-12,icecek
2024-12-02,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.12,18.08,162,True,False,Cloudy,2024-12,ana_yemek
2024-12-02,50,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.65,3.14,176,False,False,Rainy,2024-12,ana_yemek
2024-12-02,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.37,19.9,34,False,False,Sunny,2024-12,corba
2024-12-02,6,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,5.31,7.66,242,False,False,Cloudy,2024-12,icecek
2024-12-02,41,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,22.67,36.67,12,False,False,Cloudy,2024-12,ana_yemek
2024-12-02,36,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.69,2.78,234,False,False,Cloudy,2024-12,ana_yemek
2024-12-02,23,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,48.08,67.73,195,False,False,Sunny,2024-12,ana_yemek
2024-12-02,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.55,30.09,2,False,True,Sunny,2024-12,ana_yemek
2024-12-02,19,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.26,4.09,255,False,False,Sunny,2024-12,icecek
2024-12-02,10,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.57,18.21,217,False,False,Rainy,2024-12,ana_yemek
2024-12-02,24,Casual Dining,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,15.34,30.81,107,False,False,Cloudy,2024-12,ana_yemek
2024-12-02,28,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,49.84,63.19,191,False,False,Sunny,2024-12,ana_yemek
2024-12-02,6,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,34.42,54.87,0,False,False,Sunny,2024-12,ana_yemek
2024-12-02,1,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.61,8.83,138,False,False,Sunny,2024-12,ana_yemek
2024-12-02,10,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.2,14.85,316,False,False,Sunny,2024-12,ana_yemek
2024-12-02,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.76,23.78,246,False,False,Cloudy,2024-12,ana_yemek
2024-12-02,3,Cafe,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,7.63,11.27,294,False,False,Rainy,2024-12,ana_yemek
2024-12-02,33,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,26.22,41.78,172,False,False,Cloudy,2024-12,ana_yemek
2024-12-02,17,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.21,6.02,207,False,False,Sunny,2024-12,tatli
2024-12-02,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.05,27.71,147,False,False,Sunny,2024-12,ana_yemek
2024-12-03,11,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.07,2.33,393,False,False,Rainy,2024-12,icecek
2024-12-03,46,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,8.66,21.88,40,False,False,Cloudy,2024-12,corba
2024-12-03,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.92,18.53,0,False,False,Rainy,2024-12,corba
2024-12-03,9,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.88,17.5,130,False,True,Rainy,2024-12,corba
2024-12-03,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.69,26.86,0,False,False,Sunny,2024-12,ana_yemek
2024-12-03,34,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.49,4.61,568,False,False,Rainy,2024-12,icecek
2024-12-03,37,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,1.87,2.41,443,False,False,Cloudy,2024-12,icecek
2024-12-03,41,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.41,3.36,451,False,False,Sunny,2024-12,icecek
