food_type,num_guests,event_type,quantity_prepared,storage,purchase_history,seasonality,prep_method,geo_location,pricing_level,wastage_amount,pricing_score,category,waste_ratio
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,2,tatli,0.0444
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,40,3,tatli,0.08
Dairy Products,300,Corporate,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,2,icecek,0.0625
Baked Goods,250,Social Gathering,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,20,2,tatli,0.0571
Fruits,320,Social Gathering,400,Room Temperature,Occasional,All Seasons,Finger Food,Suburban,Moderate,25,2,tatli,0.0625
Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,20,2,icecek,0.0571
Meat,400,Wedding,500,Refrigerated,Occasional,Summer,Buffet,Rural,High,30,3,ana_yemek,0.06
Meat,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,High,45,3,ana_yemek,0.1125
Meat,400,Wedding,500,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Low,25,1,ana_yemek,0.05
Fruits,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,3,tatli,0.1
Fruits,380,Wedding,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,3,tatli,0.07
Meat,300,Wedding,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,40,3,ana_yemek,0.1
Meat,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,25,1,ana_yemek,0.05
Fruits,320,Corporate,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,3,tatli,0.0875
Meat,380,Birthday,480,Refrigerated,Regular,All Seasons,Buffet,Suburban,Moderate,30,2,ana_yemek,0.0625
Fruits,380,Corporate,480,Refrigerated,Occasional,Winter,Buffet,Suburban,Moderate,30,2,tatli,0.0625
Meat,300,Wedding,400,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,15,2,ana_yemek,0.0375
Vegetables,380,Birthday,480,Refrigerated,Regular,Summer,Buffet,Suburban,Moderate,30,2,salata,0.0625
Meat,280,Corporate,350,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,2,ana_yemek,0.0571
Baked Goods,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Low,15,1,tatli,0.0375
Meat,400,Corporate,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,3,ana_yemek,0.1
Fruits,400,Birthday,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,2,tatli,0.0667
Meat,240,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20,1,ana_yemek,0.0444
Meat,250,Wedding,350,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Moderate,20,2,ana_yemek,0.0571
Meat,320,Corporate,400,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,25,2,ana_yemek,0.0625
Baked Goods,450,Birthday,500,Room Temperature,Regular,Summer,Finger Food,Rural,High,30,3,tatli,0.06
Baked Goods,439,Corporate,459,Room Temperature,Occasional,Winter,Buffet,Suburban,Low,36,1,tatli,0.0784
Baked Goods,280,Wedding,350,Room Temperature,Occasional,All Seasons,Buffet,Urban,Low,20,1,tatli,0.0571
Fruits,310,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,3,tatli,0.1
Vegetables,208,Wedding,282,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,2,salata,0.078
Fruits,208,Wedding,282,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,22,2,tatli,0.078
Vegetables,250,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,2,salata,0.0571
Baked Goods,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,2,tatli,0.0375
Fruits,250,Corporate,350,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20,2,tatli,0.0571
Baked Goods,290,Birthday,374,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,27,1,tatli,0.0722
Fruits,342,Corporate,405,Refrigerated,Occasional,All Seasons,Finger Food,Urban,Moderate,29,2,tatli,0.0716
Dairy Products,280,Wedding,480,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,15,1,icecek,0.0312
Vegetables,434,Wedding,495,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Urban,Low,36,1,salata,0.0727
Meat,230,Social Gathering,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Low,20,1,ana_yemek,0.04
Baked Goods,491,Birthday,497,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,32,3,tatli,0.0644
Dairy Products,250,Social Gathering,500,Room Temperature,Regular,Winter,Buffet,Urban,High,40,3,icecek,0.08
Fruits,320,Social Gathering,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,3,tatli,0.0833
Fruits,400,Corporate,500,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,50,3,tatli,0.1
Fruits,230,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20,1,tatli,0.04
Fruits,208,Wedding,282,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,22,2,tatli,0.078
Dairy Products,220,Birthday,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,2,icecek,0.05
Fruits,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,2,tatli,0.075
Baked Goods,453,Birthday,484,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,54,3,tatli,0.1116
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,40,3,tatli,0.1
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,15,1,icecek,0.05
Fruits,450,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,30,3,tatli,0.06
Meat,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,3,ana_yemek,0.1
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,1,icecek,0.05
Baked Goods,208,Corporate,282,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,2,tatli,0.078
Meat,280,Social Gathering,350,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Moderate,20,2,ana_yemek,0.0571
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,35,3,icecek,0.0778
Fruits,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,2,tatli,0.0571
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,45,3,tatli,0.1
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,3,tatli,0.1
Baked Goods,230,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Moderate,30,2,tatli,0.06
Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,3,icecek,0.1
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,2,icecek,0.0375
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2,tatli,0.0556
Dairy Products,261,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,2,icecek,0.0657
Dairy Products,438,Social Gathering,493,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,35,2,icecek,0.071
Meat,491,Birthday,497,Refrigerated,Regular,Summer,Finger Food,Urban,High,32,3,ana_yemek,0.0644
Meat,300,Birthday,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Low,15,1,ana_yemek,0.0375
Meat,300,Wedding,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,40,3,ana_yemek,0.1
Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,3,ana_yemek,0.0778
Meat,292,Corporate,470,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,50,3,ana_yemek,0.1064
Meat,300,Wedding,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,25,2,ana_yemek,0.0625
Baked Goods,430,Corporate,477,Room Temperature,Regular,Summer,Buffet,Urban,Low,29,1,tatli,0.0608
Fruits,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,1,tatli,0.05
Meat,320,Wedding,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,3,ana_yemek,0.0875
Fruits,300,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,15,2,tatli,0.0375
Meat,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,3,ana_yemek,0.0778
Meat,320,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,25,2,ana_yemek,0.0625
Fruits,400,Birthday,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,50,3,tatli,0.1
Baked Goods,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,2,tatli,0.0714
Dairy Products,261,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,2,icecek,0.0657
Fruits,220,Corporate,300,Refrigerated,Regular,Winter,Finger Food,Rural,Low,15,1,tatli,0.05
Meat,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,High,45,3,ana_yemek,0.09
Meat,280,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,Low,15,1,ana_yemek,0.0429
Vegetables,320,Wedding,400,Room Temperature,Regular,Summer,Buffet,Rural,High,35,3,salata,0.0875
Meat,250,Corporate,350,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,20,2,ana_yemek,0.0571
Meat,300,Birthday,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,15,1,ana_yemek,0.0375
Meat,300,Corporate,400,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15,2,ana_yemek,0.0375
Meat,350,Corporate,450,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,20,2,ana_yemek,0.0444
Meat,220,Corporate,450,Refrigerated,Occasional,Winter,Finger Food,Urban,Moderate,30,2,ana_yemek,0.0667
Vegetables,280,Corporate,350,Refrigerated,Occasional,Summer,Finger Food,Rural,Low,20,1,salata,0.0571
Meat,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,3,ana_yemek,0.08
Vegetables,320,Birthday,400,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,40,3,salata,0.1
Dairy Products,250,Corporate,500,Room Temperature,Regular,Winter,Buffet,Urban,High,40,3,icecek,0.08
Baked Goods,310,Birthday,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,25,1,tatli,0.0556
Vegetables,220,Corporate,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,2,salata,0.0667
Baked Goods,220,Corporate,300,Room Temperature,Regular,Winter,Finger Food,Urban,Low,15,1,tatli,0.05
Fruits,350,Wedding,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,3,tatli,0.0889
Meat,320,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,2,ana_yemek,0.0625
Fruits,300,Wedding,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,3,tatli,0.0875
Vegetables,320,Wedding,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,3,salata,0.0875
Fruits,320,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,3,tatli,0.075
Dairy Products,310,Corporate,450,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,25,1,icecek,0.0556
Meat,300,Corporate,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,3,ana_yemek,0.0875
Vegetables,250,Corporate,350,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,High,40,3,salata,0.1143
Fruits,220,Wedding,300,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,15,2,tatli,0.05
Meat,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,2,ana_yemek,0.0556
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Finger Food,Urban,High,40,3,tatli,0.08
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,10,1,icecek,0.0286
Vegetables,302,Corporate,371,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27,1,salata,0.0728
Baked Goods,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,25,1,tatli,0.0556
Baked Goods,220,Birthday,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15,1,tatli,0.05
Fruits,250,Birthday,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,2,tatli,0.0571
Dairy Products,280,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,1,icecek,0.0571
Meat,488,Social Gathering,498,Refrigerated,Regular,All Seasons,Finger Food,Rural,High,63,3,ana_yemek,0.1265
Fruits,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,1,tatli,0.05
Fruits,320,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Suburban,High,45,3,tatli,0.1125
Meat,320,Corporate,400,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,25,2,ana_yemek,0.0625
Dairy Products,207,Birthday,280,Room Temperature,Regular,Summer,Finger Food,Rural,High,20,3,icecek,0.0714
Fruits,280,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,2,tatli,0.0571
Baked Goods,300,Corporate,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,20,1,tatli,0.05
Baked Goods,310,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Suburban,High,35,3,tatli,0.1
Fruits,400,Social Gathering,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,45,3,tatli,0.09
Fruits,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,1,tatli,0.05
Fruits,491,Social Gathering,497,Room Temperature,Regular,Summer,Finger Food,Urban,High,32,3,tatli,0.0644
Baked Goods,220,Wedding,300,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,2,tatli,0.05
Vegetables,320,Corporate,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,High,35,3,salata,0.0875
Vegetables,350,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,2,salata,0.0556
Baked Goods,400,Wedding,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,50,3,tatli,0.1
Baked Goods,320,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,2,tatli,0.0625
Dairy Products,300,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,20,1,icecek,0.05
Baked Goods,250,Wedding,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,3,tatli,0.1143
Baked Goods,280,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,1,tatli,0.0714
Dairy Products,320,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Urban,High,45,3,icecek,0.1125
Meat,250,Corporate,350,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,20,2,ana_yemek,0.0571
Vegetables,400,Corporate,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,25,1,salata,0.05
Meat,300,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,3,ana_yemek,0.0875
Baked Goods,250,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,30,3,tatli,0.0857
Fruits,320,Social Gathering,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,2,tatli,0.0625
Fruits,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,2,tatli,0.05
Fruits,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,2,tatli,0.0571
Dairy Products,400,Birthday,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,45,3,icecek,0.09
Baked Goods,350,Wedding,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,30,2,tatli,0.0667
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Finger Food,Suburban,High,40,3,tatli,0.08
Baked Goods,250,Social Gathering,350,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,3,tatli,0.1143
Fruits,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,3,tatli,0.1
Baked Goods,310,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,3,tatli,0.1
Baked Goods,350,Corporate,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,3,tatli,0.1
Baked Goods,320,Corporate,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,3,tatli,0.1
Baked Goods,220,Wedding,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,2,tatli,0.05
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,1,icecek,0.0571
Dairy Products,250,Birthday,350,Room Temperature,Regular,All Seasons,Buffet,Rural,Moderate,20,2,icecek,0.0571
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,30,3,icecek,0.0857
Baked Goods,220,Wedding,300,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,2,tatli,0.05
Baked Goods,300,Social Gathering,400,Room Temperature,Occasional,All Seasons,Buffet,Suburban,Low,20,1,tatli,0.05
Dairy Products,350,Birthday,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2,icecek,0.0556
Dairy Products,342,Social Gathering,405,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,29,2,icecek,0.0716
Baked Goods,380,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,3,tatli,0.07
Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,3,tatli,0.1
Baked Goods,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,3,tatli,0.08
Dairy Products,400,Wedding,500,Room Temperature,Occasional,Winter,Sit-down Dinner,Urban,High,40,3,icecek,0.08
Dairy Products,320,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,3,icecek,0.0875
Dairy Products,400,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,3,icecek,0.08
Dairy Products,320,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,35,3,icecek,0.0875
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20,1,tatli,0.05
Dairy Products,220,Social Gathering,300,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,2,icecek,0.05
Baked Goods,400,Wedding,500,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,High,40,3,tatli,0.08
Vegetables,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2,salata,0.0556
Vegetables,429,Social Gathering,496,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,42,1,salata,0.0847
Baked Goods,380,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,25,2,tatli,0.0625
Baked Goods,250,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,3,tatli,0.1143
Meat,250,Social Gathering,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2,ana_yemek,0.0714
Dairy Products,250,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,2,icecek,0.0571
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20,1,tatli,0.05
Dairy Products,320,Social Gathering,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,3,icecek,0.0833
Dairy Products,380,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,25,2,icecek,0.0625
Baked Goods,320,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,3,tatli,0.1
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,2,icecek,0.0625
Dairy Products,397,Social Gathering,482,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,31,2,icecek,0.0643
Baked Goods,350,Birthday,450,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2,tatli,0.0556
Meat,488,Wedding,498,Refrigerated,Regular,Winter,Finger Food,Rural,High,63,3,ana_yemek,0.1265
Meat,320,Corporate,400,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,25,2,ana_yemek,0.0625
Meat,302,Birthday,371,Room Temperature,Regular,Summer,Buffet,Suburban,Low,27,1,ana_yemek,0.0728
Meat,300,Wedding,450,Refrigerated,Regular,Winter,Finger Food,Suburban,High,35,3,ana_yemek,0.0778
Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,40,3,ana_yemek,0.0889
Vegetables,280,Wedding,350,Refrigerated,Regular,Summer,Finger Food,Urban,Low,20,1,salata,0.0571
Meat,300,Wedding,450,Refrigerated,Regular,All Seasons,Finger Food,Rural,High,35,3,ana_yemek,0.0778
Fruits,320,Birthday,480,Room Temperature,Regular,Summer,Buffet,Suburban,High,40,3,tatli,0.0833
Fruits,350,Birthday,450,Refrigerated,Regular,Winter,Finger Food,Suburban,High,30,3,tatli,0.0667
Meat,300,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,20,1,ana_yemek,0.05
Meat,350,Corporate,450,Refrigerated,Occasional,Summer,Finger Food,Suburban,High,30,3,ana_yemek,0.0667
Baked Goods,367,Birthday,420,Room Temperature,Regular,Winter,Buffet,Suburban,Low,40,1,tatli,0.0952
Meat,300,Wedding,400,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,25,2,ana_yemek,0.0625
Meat,300,Wedding,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Low,20,1,ana_yemek,0.05
Fruits,280,Birthday,350,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,Low,25,1,tatli,0.0714
Fruits,320,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,3,tatli,0.0833
Baked Goods,320,Wedding,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,35,3,tatli,0.0875
Meat,250,Birthday,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,25,1,ana_yemek,0.0625
Vegetables,207,Birthday,280,Refrigerated,Regular,All Seasons,Finger Food,Rural,High,20,3,salata,0.0714
Meat,250,Social Gathering,350,Refrigerated,Regular,Summer,Finger Food,Suburban,High,35,3,ana_yemek,0.1
Meat,250,Corporate,350,Room Temperature,Occasional,Winter,Finger Food,Suburban,High,35,3,ana_yemek,0.1
Fruits,350,Birthday,450,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,45,3,tatli,0.1
Fruits,438,Wedding,493,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,35,2,tatli,0.071
Meat,310,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,High,35,3,ana_yemek,0.1
Baked Goods,320,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,25,2,tatli,0.0625
Fruits,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,3,tatli,0.1
Meat,453,Social Gathering,484,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,54,3,ana_yemek,0.1116
Baked Goods,350,Birthday,450,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,3,tatli,0.0889
Baked Goods,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,45,3,tatli,0.09
Meat,400,Corporate,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,High,50,3,ana_yemek,0.1
Dairy Products,300,Birthday,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,30,3,icecek,0.075
Dairy Products,434,Birthday,495,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,36,1,icecek,0.0727
Fruits,280,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,1,tatli,0.0714
Baked Goods,400,Social Gathering,450,Room Temperature,Regular,Summer,Buffet,Urban,Moderate,30,2,tatli,0.0667
Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,1,tatli,0.05
Meat,350,Wedding,450,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2,ana_yemek,0.0556
Fruits,453,Birthday,484,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,54,3,tatli,0.1116
Dairy Products,453,Corporate,484,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,54,3,icecek,0.1116
Dairy Products,240,Wedding,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20,1,icecek,0.0444
Dairy Products,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,3,icecek,0.0778
Dairy Products,300,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,2,icecek,0.0625
Meat,367,Birthday,420,Room Temperature,Regular,Summer,Buffet,Urban,Low,40,1,ana_yemek,0.0952
Meat,220,Wedding,300,Refrigerated,Regular,Summer,Finger Food,Urban,Low,15,1,ana_yemek,0.05
Fruits,280,Wedding,350,Refrigerated,Regular,Winter,Finger Food,Urban,Low,20,1,tatli,0.0571
Fruits,491,Birthday,497,Refrigerated,Regular,Winter,Finger Food,Urban,High,32,3,tatli,0.0644
Baked Goods,434,Wedding,495,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,36,1,tatli,0.0727
Vegetables,230,Corporate,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,30,2,salata,0.06
Baked Goods,250,Birthday,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2,tatli,0.0714
Dairy Products,300,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,2,icecek,0.0625
Baked Goods,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,3,tatli,0.1
Dairy Products,320,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,2,icecek,0.0625
Dairy Products,310,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Urban,High,35,3,icecek,0.1
Dairy Products,320,Wedding,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,3,icecek,0.0875
